hardware,hbm_budget_gib,world,tp,dp,ep,ffn_tp,nested_cp,cache_dtype,context,weight_gib,allowance_gib,cache_state_per_request_gib,minimum_hbm_one_request_gib,requests_per_dp,cluster_requests,resident_tokens,implemented_mesh
GB200_measured,184.306640625,8,2,4,8,1,2,fp8_e4m3,8192,239.4316074848175,20,0.1632843017578125,259.5948917865753,0,0,0,False
GB200_measured,184.306640625,8,2,4,8,1,2,fp8_e4m3,32768,239.4316074848175,20,0.3214874267578125,259.7530949115753,0,0,0,False
GB200_measured,184.306640625,8,2,4,8,1,2,fp8_e4m3,131072,239.4316074848175,20,0.9542999267578125,260.3859074115753,0,0,0,False
GB200_measured,184.306640625,8,2,4,8,1,2,fp8_e4m3,524288,239.4316074848175,20,3.4855499267578125,262.9171574115753,0,0,0,False
GB200_measured,184.306640625,8,2,4,8,1,2,fp8_e4m3,1048576,239.4316074848175,20,6.8605499267578125,266.2921574115753,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,1,bfloat16,1024,221.67876493930817,20,0.08164215087890625,241.76040709018707,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,1,bfloat16,8192,221.67876493930817,20,0.26621246337890625,241.94497740268707,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,1,bfloat16,32768,221.67876493930817,20,0.8990249633789062,242.57778990268707,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,1,bfloat16,131072,221.67876493930817,20,3.4302749633789062,245.10903990268707,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,1,bfloat16,524288,221.67876493930817,20,13.555274963378906,255.23403990268707,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,1,bfloat16,1048576,221.67876493930817,20,27.055274963378906,268.7340399026871,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,1,fp8_e4m3,1024,221.67876493930817,20,0.06845855712890625,241.74722349643707,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,1,fp8_e4m3,8192,221.67876493930817,20,0.16074371337890625,241.83950865268707,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,1,fp8_e4m3,32768,221.67876493930817,20,0.47714996337890625,242.15591490268707,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,1,fp8_e4m3,131072,221.67876493930817,20,1.7427749633789062,243.42153990268707,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,1,fp8_e4m3,524288,221.67876493930817,20,6.805274963378906,248.48403990268707,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,1,fp8_e4m3,1048576,221.67876493930817,20,13.555274963378906,255.23403990268707,0,0,0,True
GB200_measured,184.306640625,8,4,2,8,1,2,bfloat16,1024,221.67876493930817,20,0.06845855712890625,241.74722349643707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,2,bfloat16,8192,221.67876493930817,20,0.16074371337890625,241.83950865268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,2,bfloat16,32768,221.67876493930817,20,0.47714996337890625,242.15591490268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,2,bfloat16,131072,221.67876493930817,20,1.7427749633789062,243.42153990268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,2,bfloat16,524288,221.67876493930817,20,6.805274963378906,248.48403990268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,2,bfloat16,1048576,221.67876493930817,20,13.555274963378906,255.23403990268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,2,fp8_e4m3,1024,221.67876493930817,20,0.06186676025390625,241.74063169956207,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,2,fp8_e4m3,8192,221.67876493930817,20,0.10800933837890625,241.78677427768707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,2,fp8_e4m3,32768,221.67876493930817,20,0.26621246337890625,241.94497740268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,2,fp8_e4m3,131072,221.67876493930817,20,0.8990249633789062,242.57778990268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,2,fp8_e4m3,524288,221.67876493930817,20,3.4302749633789062,245.10903990268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,2,fp8_e4m3,1048576,221.67876493930817,20,6.805274963378906,248.48403990268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,4,bfloat16,1024,221.67876493930817,20,0.06186676025390625,241.74063169956207,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,4,bfloat16,8192,221.67876493930817,20,0.10800933837890625,241.78677427768707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,4,bfloat16,32768,221.67876493930817,20,0.26621246337890625,241.94497740268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,4,bfloat16,131072,221.67876493930817,20,0.8990249633789062,242.57778990268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,4,bfloat16,524288,221.67876493930817,20,3.4302749633789062,245.10903990268707,0,0,0,False
GB200_measured,184.306640625,8,4,2,8,1,4,bfloat16,1048576,221.67876493930817,20,6.805274963378906,248.48403990268707,0,0,0,False
