rank,tp,dp,phase,batch_per_dp,chunk,ms,graph_ms,dynamic_peak_bytes,state_bytes
14,1,16,decode,4,1,0.5735039710998535,0.1572213331858317,985088,13762560
14,1,16,decode,16,1,0.5861759781837463,0.17850133577982585,4398080,55050240
14,1,16,decode,64,1,0.5785599946975708,0.2589087963104248,15822848,220200960
14,2,8,decode,2,1,1.0448319911956787,0.10824853579203288,250880,3440640
14,2,8,decode,4,1,0.8691200017929077,0.10759572982788086,501248,6881280
14,2,8,decode,16,1,0.8776320219039917,0.12380586465199789,2004480,27525120
14,2,8,decode,64,1,0.8191999793052673,0.16998720169067383,8017920,110100480
14,4,4,decode,2,1,1.0617280006408691,0.07967680295308431,140288,1720320
14,4,4,decode,4,1,1.0903040170669556,0.07989333470662435,280064,3440640
14,4,4,decode,16,1,1.013375997543335,0.08618240356445313,1119232,13762560
14,4,4,decode,64,1,1.053760051727295,0.11490240097045898,4476928,55050240
14,8,2,decode,2,1,1.1293439865112305,0.07473066647847494,84992,860160
14,8,2,decode,4,1,1.1216319799423218,0.07552639643351237,169472,1720320
14,8,2,decode,16,1,1.0369919538497925,0.0766752004623413,676352,6881280
14,8,2,decode,64,1,0.9465600252151489,0.09159573713938395,2705408,27525120
14,16,1,decode,2,1,1.189247965812683,0.08386879762013753,57344,430080
14,16,1,decode,4,1,1.0838719606399536,0.08537173271179199,114176,860160
14,16,1,decode,16,1,0.9570239782333374,0.07619307041168213,455168,3440640
14,16,1,decode,64,1,0.9365440011024475,0.0861674706141154,1820672,13762560
15,1,16,decode,2,1,0.7969920039176941,0.1536202589670817,492544,6881280
15,1,16,decode,4,1,0.6485440135002136,0.15789653460184733,985088,13762560
15,1,16,decode,16,1,0.7564160227775574,0.178493865331014,4398080,55050240
15,1,16,decode,64,1,0.6772800087928772,0.25942506790161135,15822848,220200960
15,2,8,decode,2,1,1.034208059310913,0.10793920358022054,250880,3440640
15,2,8,decode,4,1,0.8715519905090332,0.10743892987569173,501248,6881280
15,2,8,decode,16,1,0.8797760009765625,0.12318399747212729,2004480,27525120
15,2,8,decode,64,1,0.8150720000267029,0.16994239489237467,8017920,110100480
15,4,4,decode,2,1,1.0510400533676147,0.07943999767303467,140288,1720320
15,4,4,decode,4,1,1.0751359462738037,0.07980799674987793,280064,3440640
15,4,4,decode,16,1,0.9999679923057556,0.08587199846903483,1119232,13762560
15,4,4,decode,64,1,1.0423359870910645,0.11467520395914714,4476928,55050240
15,8,2,decode,2,1,1.1230720281600952,0.07457599639892579,84992,860160
15,8,2,decode,4,1,1.1128000020980835,0.07543040116628011,169472,1720320
15,8,2,decode,16,1,1.0220799446105957,0.07642239729563395,676352,6881280
15,8,2,decode,64,1,0.9392639994621277,0.09131519794464112,2705408,27525120
15,16,1,decode,2,1,1.1840319633483887,0.08357546329498292,57344,430080
15,16,1,decode,4,1,1.078495979309082,0.08525333404541016,114176,860160
15,16,1,decode,16,1,0.957535982131958,0.07603840033213298,455168,3440640
15,16,1,decode,64,1,0.9377279877662659,0.08610026836395264,1820672,13762560
